# H4_MM(GMSR) EOS. Reference paper: G.Grams, J.Margueron, R.Somasundaram, and S.Reddy, EPJA (2022) 58:56. https://doi.org/10.1140/epja/s10050-022-00706-w 
# Outer-Inner Crust Transition :
# nB_inner =   2.5282142292259004E-004 fm-3, rho =   7.1798191275380834      MeV/fm3, P =   5.4763060342489047E-004 MeV/fm3,  mu_cl_n =   2.6651916429173218E-004 MeV
# Crust-Core Transition:	
# nB_cc =   9.0609997736513612E-002 fm-3. rho =   18.131463559875652      MeV/fm3, P =  0.47616516763123967      MeV/fm3,  mu_cl_n_ =   9.0609997736513612E-002 MeV
#   nB(fm-3),        Acl,         Zcl,          ncl (fm-3),        Ye,        ng (fm-3),     V_WS (fm^3),  E/A-m_n (MeV),  P (MeV/fm^3),  mu_cl_n (MeV),     mu_cl_p (MeV)  
     0.4781E-01     0.1966E+03     0.2882E+02     0.1222E+00     0.2863E-01     0.4166E-01     0.2106E+05     0.6489E+01     0.1789E+00     0.1015E+02    -0.5577E+02
     0.4791E-01     0.1968E+03     0.2881E+02     0.1221E+00     0.2864E-01     0.4174E-01     0.2100E+05     0.6497E+01     0.1795E+00     0.1016E+02    -0.5581E+02
     0.4801E-01     0.1970E+03     0.2879E+02     0.1221E+00     0.2864E-01     0.4182E-01     0.2094E+05     0.6505E+01     0.1800E+00     0.1017E+02    -0.5585E+02
     0.4811E-01     0.1972E+03     0.2878E+02     0.1220E+00     0.2865E-01     0.4191E-01     0.2088E+05     0.6512E+01     0.1806E+00     0.1018E+02    -0.5589E+02
     0.4821E-01     0.1974E+03     0.2877E+02     0.1220E+00     0.2866E-01     0.4199E-01     0.2082E+05     0.6520E+01     0.1811E+00     0.1019E+02    -0.5594E+02
     0.4831E-01     0.1976E+03     0.2875E+02     0.1219E+00     0.2867E-01     0.4208E-01     0.2076E+05     0.6528E+01     0.1817E+00     0.1020E+02    -0.5598E+02
     0.4841E-01     0.1979E+03     0.2874E+02     0.1218E+00     0.2868E-01     0.4216E-01     0.2070E+05     0.6535E+01     0.1822E+00     0.1021E+02    -0.5602E+02
     0.4851E-01     0.1981E+03     0.2873E+02     0.1218E+00     0.2868E-01     0.4224E-01     0.2065E+05     0.6543E+01     0.1828E+00     0.1023E+02    -0.5606E+02
     0.4861E-01     0.1983E+03     0.2871E+02     0.1217E+00     0.2869E-01     0.4233E-01     0.2059E+05     0.6550E+01     0.1834E+00     0.1024E+02    -0.5610E+02
     0.4871E-01     0.1985E+03     0.2870E+02     0.1216E+00     0.2870E-01     0.4241E-01     0.2053E+05     0.6558E+01     0.1839E+00     0.1025E+02    -0.5615E+02
     0.4881E-01     0.1987E+03     0.2869E+02     0.1216E+00     0.2871E-01     0.4250E-01     0.2047E+05     0.6566E+01     0.1845E+00     0.1026E+02    -0.5619E+02
     0.4891E-01     0.1989E+03     0.2867E+02     0.1215E+00     0.2872E-01     0.4258E-01     0.2042E+05     0.6573E+01     0.1850E+00     0.1027E+02    -0.5623E+02
     0.4901E-01     0.1991E+03     0.2866E+02     0.1215E+00     0.2872E-01     0.4266E-01     0.2036E+05     0.6581E+01     0.1856E+00     0.1028E+02    -0.5627E+02
     0.4911E-01     0.1994E+03     0.2865E+02     0.1214E+00     0.2873E-01     0.4275E-01     0.2030E+05     0.6588E+01     0.1861E+00     0.1029E+02    -0.5631E+02
     0.4921E-01     0.1996E+03     0.2863E+02     0.1213E+00     0.2874E-01     0.4283E-01     0.2025E+05     0.6596E+01     0.1867E+00     0.1031E+02    -0.5635E+02
     0.4931E-01     0.1998E+03     0.2862E+02     0.1213E+00     0.2875E-01     0.4292E-01     0.2019E+05     0.6603E+01     0.1873E+00     0.1032E+02    -0.5640E+02
     0.4941E-01     0.2000E+03     0.2861E+02     0.1212E+00     0.2876E-01     0.4300E-01     0.2013E+05     0.6611E+01     0.1878E+00     0.1033E+02    -0.5644E+02
     0.4951E-01     0.2002E+03     0.2859E+02     0.1212E+00     0.2876E-01     0.4308E-01     0.2008E+05     0.6619E+01     0.1884E+00     0.1034E+02    -0.5648E+02
     0.4961E-01     0.2005E+03     0.2858E+02     0.1211E+00     0.2877E-01     0.4317E-01     0.2002E+05     0.6626E+01     0.1890E+00     0.1035E+02    -0.5652E+02
     0.4971E-01     0.2007E+03     0.2857E+02     0.1210E+00     0.2878E-01     0.4325E-01     0.1997E+05     0.6634E+01     0.1895E+00     0.1036E+02    -0.5656E+02
     0.4981E-01     0.2009E+03     0.2855E+02     0.1210E+00     0.2879E-01     0.4333E-01     0.1991E+05     0.6641E+01     0.1901E+00     0.1037E+02    -0.5660E+02
     0.4991E-01     0.2011E+03     0.2854E+02     0.1209E+00     0.2880E-01     0.4342E-01     0.1986E+05     0.6649E+01     0.1906E+00     0.1038E+02    -0.5665E+02
     0.5001E-01     0.2013E+03     0.2853E+02     0.1208E+00     0.2881E-01     0.4350E-01     0.1980E+05     0.6656E+01     0.1912E+00     0.1040E+02    -0.5669E+02
     0.5011E-01     0.2016E+03     0.2851E+02     0.1208E+00     0.2881E-01     0.4359E-01     0.1975E+05     0.6664E+01     0.1918E+00     0.1041E+02    -0.5673E+02
     0.5021E-01     0.2018E+03     0.2850E+02     0.1207E+00     0.2882E-01     0.4367E-01     0.1969E+05     0.6671E+01     0.1923E+00     0.1042E+02    -0.5677E+02
     0.5031E-01     0.2020E+03     0.2849E+02     0.1207E+00     0.2883E-01     0.4375E-01     0.1964E+05     0.6679E+01     0.1929E+00     0.1043E+02    -0.5681E+02
     0.5041E-01     0.2022E+03     0.2847E+02     0.1206E+00     0.2884E-01     0.4384E-01     0.1958E+05     0.6686E+01     0.1935E+00     0.1044E+02    -0.5685E+02
     0.5051E-01     0.2025E+03     0.2846E+02     0.1205E+00     0.2885E-01     0.4392E-01     0.1953E+05     0.6694E+01     0.1940E+00     0.1045E+02    -0.5689E+02
     0.5061E-01     0.2027E+03     0.2845E+02     0.1205E+00     0.2886E-01     0.4400E-01     0.1948E+05     0.6701E+01     0.1946E+00     0.1046E+02    -0.5694E+02
     0.5071E-01     0.2029E+03     0.2843E+02     0.1204E+00     0.2887E-01     0.4409E-01     0.1942E+05     0.6709E+01     0.1952E+00     0.1047E+02    -0.5698E+02
     0.5081E-01     0.2031E+03     0.2842E+02     0.1204E+00     0.2887E-01     0.4417E-01     0.1937E+05     0.6716E+01     0.1958E+00     0.1048E+02    -0.5702E+02
     0.5091E-01     0.2034E+03     0.2840E+02     0.1203E+00     0.2888E-01     0.4426E-01     0.1932E+05     0.6723E+01     0.1963E+00     0.1050E+02    -0.5706E+02
     0.5101E-01     0.2036E+03     0.2839E+02     0.1202E+00     0.2889E-01     0.4434E-01     0.1927E+05     0.6731E+01     0.1969E+00     0.1051E+02    -0.5710E+02
     0.5111E-01     0.2038E+03     0.2838E+02     0.1202E+00     0.2890E-01     0.4442E-01     0.1921E+05     0.6738E+01     0.1975E+00     0.1052E+02    -0.5714E+02
     0.5121E-01     0.2041E+03     0.2836E+02     0.1201E+00     0.2891E-01     0.4451E-01     0.1916E+05     0.6746E+01     0.1981E+00     0.1053E+02    -0.5718E+02
     0.5131E-01     0.2043E+03     0.2835E+02     0.1201E+00     0.2892E-01     0.4459E-01     0.1911E+05     0.6753E+01     0.1986E+00     0.1054E+02    -0.5722E+02
     0.5141E-01     0.2045E+03     0.2834E+02     0.1200E+00     0.2893E-01     0.4467E-01     0.1906E+05     0.6761E+01     0.1992E+00     0.1055E+02    -0.5727E+02
     0.5151E-01     0.2048E+03     0.2832E+02     0.1199E+00     0.2893E-01     0.4476E-01     0.1900E+05     0.6768E+01     0.1998E+00     0.1056E+02    -0.5731E+02
     0.5161E-01     0.2050E+03     0.2831E+02     0.1199E+00     0.2894E-01     0.4484E-01     0.1895E+05     0.6775E+01     0.2004E+00     0.1057E+02    -0.5735E+02
     0.5171E-01     0.2052E+03     0.2830E+02     0.1198E+00     0.2895E-01     0.4492E-01     0.1890E+05     0.6783E+01     0.2009E+00     0.1058E+02    -0.5739E+02
     0.5181E-01     0.2055E+03     0.2828E+02     0.1198E+00     0.2896E-01     0.4501E-01     0.1885E+05     0.6790E+01     0.2015E+00     0.1060E+02    -0.5743E+02
     0.5191E-01     0.2057E+03     0.2827E+02     0.1197E+00     0.2897E-01     0.4509E-01     0.1880E+05     0.6798E+01     0.2021E+00     0.1061E+02    -0.5747E+02
     0.5201E-01     0.2059E+03     0.2826E+02     0.1196E+00     0.2898E-01     0.4517E-01     0.1875E+05     0.6805E+01     0.2027E+00     0.1062E+02    -0.5751E+02
     0.5211E-01     0.2062E+03     0.2824E+02     0.1196E+00     0.2899E-01     0.4526E-01     0.1870E+05     0.6812E+01     0.2032E+00     0.1063E+02    -0.5755E+02
     0.5221E-01     0.2064E+03     0.2823E+02     0.1195E+00     0.2900E-01     0.4534E-01     0.1865E+05     0.6820E+01     0.2038E+00     0.1064E+02    -0.5759E+02
     0.5231E-01     0.2066E+03     0.2822E+02     0.1194E+00     0.2900E-01     0.4542E-01     0.1860E+05     0.6827E+01     0.2044E+00     0.1065E+02    -0.5764E+02
     0.5241E-01     0.2069E+03     0.2820E+02     0.1194E+00     0.2901E-01     0.4551E-01     0.1855E+05     0.6834E+01     0.2050E+00     0.1066E+02    -0.5768E+02
     0.5251E-01     0.2071E+03     0.2819E+02     0.1193E+00     0.2902E-01     0.4559E-01     0.1850E+05     0.6842E+01     0.2056E+00     0.1067E+02    -0.5772E+02
     0.5261E-01     0.2074E+03     0.2818E+02     0.1193E+00     0.2903E-01     0.4567E-01     0.1845E+05     0.6849E+01     0.2062E+00     0.1068E+02    -0.5776E+02
     0.5271E-01     0.2076E+03     0.2816E+02     0.1192E+00     0.2904E-01     0.4576E-01     0.1840E+05     0.6856E+01     0.2067E+00     0.1069E+02    -0.5780E+02
     0.5281E-01     0.2078E+03     0.2815E+02     0.1191E+00     0.2905E-01     0.4584E-01     0.1835E+05     0.6864E+01     0.2073E+00     0.1071E+02    -0.5784E+02
     0.5291E-01     0.2081E+03     0.2814E+02     0.1191E+00     0.2906E-01     0.4592E-01     0.1830E+05     0.6871E+01     0.2079E+00     0.1072E+02    -0.5788E+02
     0.5301E-01     0.2083E+03     0.2812E+02     0.1190E+00     0.2907E-01     0.4601E-01     0.1825E+05     0.6878E+01     0.2085E+00     0.1073E+02    -0.5792E+02
     0.5311E-01     0.2086E+03     0.2811E+02     0.1190E+00     0.2908E-01     0.4609E-01     0.1820E+05     0.6885E+01     0.2091E+00     0.1074E+02    -0.5796E+02
     0.5321E-01     0.2088E+03     0.2810E+02     0.1189E+00     0.2908E-01     0.4617E-01     0.1816E+05     0.6893E+01     0.2097E+00     0.1075E+02    -0.5800E+02
     0.5331E-01     0.2091E+03     0.2808E+02     0.1188E+00     0.2909E-01     0.4626E-01     0.1811E+05     0.6900E+01     0.2103E+00     0.1076E+02    -0.5804E+02
     0.5341E-01     0.2093E+03     0.2807E+02     0.1188E+00     0.2910E-01     0.4634E-01     0.1806E+05     0.6907E+01     0.2108E+00     0.1077E+02    -0.5808E+02
     0.5351E-01     0.2096E+03     0.2806E+02     0.1187E+00     0.2911E-01     0.4642E-01     0.1801E+05     0.6915E+01     0.2114E+00     0.1078E+02    -0.5813E+02
     0.5361E-01     0.2098E+03     0.2804E+02     0.1187E+00     0.2912E-01     0.4651E-01     0.1796E+05     0.6922E+01     0.2120E+00     0.1079E+02    -0.5817E+02
     0.5371E-01     0.2101E+03     0.2803E+02     0.1186E+00     0.2913E-01     0.4659E-01     0.1792E+05     0.6929E+01     0.2126E+00     0.1080E+02    -0.5821E+02
     0.5381E-01     0.2103E+03     0.2802E+02     0.1185E+00     0.2914E-01     0.4667E-01     0.1787E+05     0.6936E+01     0.2132E+00     0.1082E+02    -0.5825E+02
     0.5391E-01     0.2106E+03     0.2800E+02     0.1185E+00     0.2915E-01     0.4676E-01     0.1782E+05     0.6943E+01     0.2138E+00     0.1083E+02    -0.5829E+02
     0.5401E-01     0.2108E+03     0.2799E+02     0.1184E+00     0.2916E-01     0.4684E-01     0.1777E+05     0.6951E+01     0.2144E+00     0.1084E+02    -0.5833E+02
     0.5411E-01     0.2111E+03     0.2798E+02     0.1184E+00     0.2917E-01     0.4692E-01     0.1773E+05     0.6958E+01     0.2150E+00     0.1085E+02    -0.5837E+02
     0.5421E-01     0.2113E+03     0.2796E+02     0.1183E+00     0.2918E-01     0.4701E-01     0.1768E+05     0.6965E+01     0.2156E+00     0.1086E+02    -0.5841E+02
     0.5431E-01     0.2116E+03     0.2795E+02     0.1182E+00     0.2919E-01     0.4709E-01     0.1763E+05     0.6972E+01     0.2162E+00     0.1087E+02    -0.5845E+02
     0.5441E-01     0.2118E+03     0.2794E+02     0.1182E+00     0.2919E-01     0.4717E-01     0.1759E+05     0.6980E+01     0.2168E+00     0.1088E+02    -0.5849E+02
     0.5451E-01     0.2121E+03     0.2792E+02     0.1181E+00     0.2920E-01     0.4726E-01     0.1754E+05     0.6987E+01     0.2174E+00     0.1089E+02    -0.5853E+02
     0.5461E-01     0.2123E+03     0.2791E+02     0.1181E+00     0.2921E-01     0.4734E-01     0.1750E+05     0.6994E+01     0.2180E+00     0.1090E+02    -0.5857E+02
     0.5471E-01     0.2126E+03     0.2790E+02     0.1180E+00     0.2922E-01     0.4742E-01     0.1745E+05     0.7001E+01     0.2186E+00     0.1091E+02    -0.5861E+02
     0.5481E-01     0.2129E+03     0.2788E+02     0.1179E+00     0.2923E-01     0.4751E-01     0.1740E+05     0.7008E+01     0.2192E+00     0.1092E+02    -0.5865E+02
     0.5491E-01     0.2131E+03     0.2787E+02     0.1179E+00     0.2924E-01     0.4759E-01     0.1736E+05     0.7015E+01     0.2198E+00     0.1093E+02    -0.5869E+02
     0.5501E-01     0.2134E+03     0.2786E+02     0.1178E+00     0.2925E-01     0.4767E-01     0.1731E+05     0.7023E+01     0.2204E+00     0.1095E+02    -0.5873E+02
     0.5511E-01     0.2136E+03     0.2784E+02     0.1178E+00     0.2926E-01     0.4775E-01     0.1727E+05     0.7030E+01     0.2210E+00     0.1096E+02    -0.5877E+02
     0.5521E-01     0.2139E+03     0.2783E+02     0.1177E+00     0.2927E-01     0.4784E-01     0.1722E+05     0.7037E+01     0.2216E+00     0.1097E+02    -0.5881E+02
     0.5531E-01     0.2142E+03     0.2782E+02     0.1176E+00     0.2928E-01     0.4792E-01     0.1718E+05     0.7044E+01     0.2222E+00     0.1098E+02    -0.5885E+02
     0.5541E-01     0.2144E+03     0.2781E+02     0.1176E+00     0.2929E-01     0.4800E-01     0.1713E+05     0.7051E+01     0.2228E+00     0.1099E+02    -0.5890E+02
     0.5551E-01     0.2147E+03     0.2779E+02     0.1175E+00     0.2930E-01     0.4809E-01     0.1709E+05     0.7058E+01     0.2234E+00     0.1100E+02    -0.5894E+02
     0.5561E-01     0.2150E+03     0.2778E+02     0.1175E+00     0.2931E-01     0.4817E-01     0.1704E+05     0.7065E+01     0.2240E+00     0.1101E+02    -0.5898E+02
     0.5571E-01     0.2152E+03     0.2777E+02     0.1174E+00     0.2932E-01     0.4825E-01     0.1700E+05     0.7073E+01     0.2246E+00     0.1102E+02    -0.5902E+02
     0.5581E-01     0.2155E+03     0.2775E+02     0.1173E+00     0.2933E-01     0.4834E-01     0.1696E+05     0.7080E+01     0.2252E+00     0.1103E+02    -0.5906E+02
     0.5591E-01     0.2158E+03     0.2774E+02     0.1173E+00     0.2934E-01     0.4842E-01     0.1691E+05     0.7087E+01     0.2258E+00     0.1104E+02    -0.5910E+02
     0.5601E-01     0.2161E+03     0.2773E+02     0.1172E+00     0.2935E-01     0.4850E-01     0.1687E+05     0.7094E+01     0.2264E+00     0.1105E+02    -0.5914E+02
     0.5611E-01     0.2163E+03     0.2771E+02     0.1172E+00     0.2936E-01     0.4858E-01     0.1683E+05     0.7101E+01     0.2270E+00     0.1106E+02    -0.5918E+02
     0.5621E-01     0.2166E+03     0.2770E+02     0.1171E+00     0.2937E-01     0.4867E-01     0.1678E+05     0.7108E+01     0.2276E+00     0.1107E+02    -0.5922E+02
     0.5631E-01     0.2169E+03     0.2769E+02     0.1170E+00     0.2938E-01     0.4875E-01     0.1674E+05     0.7115E+01     0.2282E+00     0.1109E+02    -0.5926E+02
     0.5641E-01     0.2171E+03     0.2767E+02     0.1170E+00     0.2938E-01     0.4883E-01     0.1670E+05     0.7122E+01     0.2288E+00     0.1110E+02    -0.5930E+02
     0.5651E-01     0.2174E+03     0.2766E+02     0.1169E+00     0.2939E-01     0.4892E-01     0.1665E+05     0.7129E+01     0.2295E+00     0.1111E+02    -0.5934E+02
     0.5661E-01     0.2177E+03     0.2765E+02     0.1169E+00     0.2940E-01     0.4900E-01     0.1661E+05     0.7136E+01     0.2301E+00     0.1112E+02    -0.5938E+02
     0.5671E-01     0.2180E+03     0.2764E+02     0.1168E+00     0.2941E-01     0.4908E-01     0.1657E+05     0.7143E+01     0.2307E+00     0.1113E+02    -0.5942E+02
     0.5681E-01     0.2183E+03     0.2762E+02     0.1168E+00     0.2942E-01     0.4916E-01     0.1653E+05     0.7150E+01     0.2313E+00     0.1114E+02    -0.5946E+02
     0.5691E-01     0.2185E+03     0.2761E+02     0.1167E+00     0.2943E-01     0.4925E-01     0.1648E+05     0.7158E+01     0.2319E+00     0.1115E+02    -0.5950E+02
     0.5701E-01     0.2188E+03     0.2760E+02     0.1166E+00     0.2944E-01     0.4933E-01     0.1644E+05     0.7165E+01     0.2325E+00     0.1116E+02    -0.5954E+02
     0.5711E-01     0.2191E+03     0.2758E+02     0.1166E+00     0.2945E-01     0.4941E-01     0.1640E+05     0.7172E+01     0.2331E+00     0.1117E+02    -0.5958E+02
     0.5721E-01     0.2194E+03     0.2757E+02     0.1165E+00     0.2946E-01     0.4949E-01     0.1636E+05     0.7179E+01     0.2337E+00     0.1118E+02    -0.5962E+02
     0.5731E-01     0.2197E+03     0.2756E+02     0.1165E+00     0.2947E-01     0.4958E-01     0.1632E+05     0.7186E+01     0.2344E+00     0.1119E+02    -0.5966E+02
     0.5741E-01     0.2200E+03     0.2755E+02     0.1164E+00     0.2948E-01     0.4966E-01     0.1627E+05     0.7193E+01     0.2350E+00     0.1120E+02    -0.5970E+02
     0.5751E-01     0.2203E+03     0.2753E+02     0.1163E+00     0.2949E-01     0.4974E-01     0.1623E+05     0.7200E+01     0.2356E+00     0.1121E+02    -0.5974E+02
     0.5761E-01     0.2206E+03     0.2752E+02     0.1163E+00     0.2950E-01     0.4983E-01     0.1619E+05     0.7207E+01     0.2362E+00     0.1122E+02    -0.5978E+02
     0.5771E-01     0.2208E+03     0.2751E+02     0.1162E+00     0.2951E-01     0.4991E-01     0.1615E+05     0.7214E+01     0.2368E+00     0.1124E+02    -0.5982E+02
     0.5781E-01     0.2211E+03     0.2749E+02     0.1162E+00     0.2952E-01     0.4999E-01     0.1611E+05     0.7221E+01     0.2375E+00     0.1125E+02    -0.5986E+02
     0.5791E-01     0.2214E+03     0.2748E+02     0.1161E+00     0.2953E-01     0.5007E-01     0.1607E+05     0.7228E+01     0.2381E+00     0.1126E+02    -0.5990E+02
     0.5801E-01     0.2217E+03     0.2747E+02     0.1160E+00     0.2954E-01     0.5016E-01     0.1603E+05     0.7235E+01     0.2387E+00     0.1127E+02    -0.5994E+02
     0.5811E-01     0.2220E+03     0.2746E+02     0.1160E+00     0.2955E-01     0.5024E-01     0.1599E+05     0.7242E+01     0.2393E+00     0.1128E+02    -0.5998E+02
     0.5821E-01     0.2223E+03     0.2744E+02     0.1159E+00     0.2956E-01     0.5032E-01     0.1595E+05     0.7249E+01     0.2399E+00     0.1129E+02    -0.6002E+02
     0.5831E-01     0.2226E+03     0.2743E+02     0.1159E+00     0.2957E-01     0.5040E-01     0.1591E+05     0.7256E+01     0.2406E+00     0.1130E+02    -0.6006E+02
     0.5841E-01     0.2229E+03     0.2742E+02     0.1158E+00     0.2958E-01     0.5049E-01     0.1587E+05     0.7263E+01     0.2412E+00     0.1131E+02    -0.6010E+02
     0.5851E-01     0.2232E+03     0.2741E+02     0.1157E+00     0.2959E-01     0.5057E-01     0.1583E+05     0.7269E+01     0.2418E+00     0.1132E+02    -0.6014E+02
     0.5861E-01     0.2235E+03     0.2739E+02     0.1157E+00     0.2960E-01     0.5065E-01     0.1579E+05     0.7276E+01     0.2424E+00     0.1133E+02    -0.6018E+02
     0.5871E-01     0.2238E+03     0.2738E+02     0.1156E+00     0.2961E-01     0.5073E-01     0.1575E+05     0.7283E+01     0.2431E+00     0.1134E+02    -0.6022E+02
     0.5881E-01     0.2241E+03     0.2737E+02     0.1156E+00     0.2962E-01     0.5082E-01     0.1571E+05     0.7290E+01     0.2437E+00     0.1135E+02    -0.6026E+02
     0.5891E-01     0.2244E+03     0.2736E+02     0.1155E+00     0.2963E-01     0.5090E-01     0.1567E+05     0.7297E+01     0.2443E+00     0.1136E+02    -0.6030E+02
     0.5901E-01     0.2248E+03     0.2734E+02     0.1155E+00     0.2964E-01     0.5098E-01     0.1563E+05     0.7304E+01     0.2450E+00     0.1137E+02    -0.6034E+02
     0.5911E-01     0.2251E+03     0.2733E+02     0.1154E+00     0.2965E-01     0.5106E-01     0.1559E+05     0.7311E+01     0.2456E+00     0.1138E+02    -0.6038E+02
     0.5921E-01     0.2254E+03     0.2732E+02     0.1153E+00     0.2967E-01     0.5115E-01     0.1555E+05     0.7318E+01     0.2462E+00     0.1139E+02    -0.6042E+02
     0.5931E-01     0.2257E+03     0.2731E+02     0.1153E+00     0.2968E-01     0.5123E-01     0.1551E+05     0.7325E+01     0.2468E+00     0.1140E+02    -0.6046E+02
     0.5941E-01     0.2260E+03     0.2729E+02     0.1152E+00     0.2969E-01     0.5131E-01     0.1548E+05     0.7332E+01     0.2475E+00     0.1142E+02    -0.6050E+02
     0.5951E-01     0.2263E+03     0.2728E+02     0.1152E+00     0.2970E-01     0.5139E-01     0.1544E+05     0.7339E+01     0.2481E+00     0.1143E+02    -0.6053E+02
     0.5961E-01     0.2266E+03     0.2727E+02     0.1151E+00     0.2971E-01     0.5147E-01     0.1540E+05     0.7346E+01     0.2487E+00     0.1144E+02    -0.6057E+02
     0.5971E-01     0.2270E+03     0.2726E+02     0.1150E+00     0.2972E-01     0.5156E-01     0.1536E+05     0.7352E+01     0.2494E+00     0.1145E+02    -0.6061E+02
     0.5981E-01     0.2273E+03     0.2724E+02     0.1150E+00     0.2973E-01     0.5164E-01     0.1532E+05     0.7359E+01     0.2500E+00     0.1146E+02    -0.6065E+02
     0.5991E-01     0.2276E+03     0.2723E+02     0.1149E+00     0.2974E-01     0.5172E-01     0.1529E+05     0.7366E+01     0.2507E+00     0.1147E+02    -0.6069E+02
     0.6001E-01     0.2279E+03     0.2722E+02     0.1149E+00     0.2975E-01     0.5180E-01     0.1525E+05     0.7373E+01     0.2513E+00     0.1148E+02    -0.6073E+02
     0.6011E-01     0.2282E+03     0.2721E+02     0.1148E+00     0.2976E-01     0.5189E-01     0.1521E+05     0.7380E+01     0.2519E+00     0.1149E+02    -0.6077E+02
     0.6021E-01     0.2286E+03     0.2720E+02     0.1147E+00     0.2977E-01     0.5197E-01     0.1517E+05     0.7387E+01     0.2526E+00     0.1150E+02    -0.6081E+02
     0.6031E-01     0.2289E+03     0.2718E+02     0.1147E+00     0.2978E-01     0.5205E-01     0.1514E+05     0.7394E+01     0.2532E+00     0.1151E+02    -0.6085E+02
     0.6041E-01     0.2292E+03     0.2717E+02     0.1146E+00     0.2979E-01     0.5213E-01     0.1510E+05     0.7401E+01     0.2538E+00     0.1152E+02    -0.6089E+02
     0.6051E-01     0.2296E+03     0.2716E+02     0.1146E+00     0.2980E-01     0.5221E-01     0.1506E+05     0.7407E+01     0.2545E+00     0.1153E+02    -0.6093E+02
     0.6061E-01     0.2299E+03     0.2715E+02     0.1145E+00     0.2981E-01     0.5230E-01     0.1503E+05     0.7414E+01     0.2551E+00     0.1154E+02    -0.6097E+02
     0.6071E-01     0.2302E+03     0.2714E+02     0.1145E+00     0.2982E-01     0.5238E-01     0.1499E+05     0.7421E+01     0.2558E+00     0.1155E+02    -0.6101E+02
     0.6081E-01     0.2306E+03     0.2712E+02     0.1144E+00     0.2983E-01     0.5246E-01     0.1495E+05     0.7428E+01     0.2564E+00     0.1156E+02    -0.6105E+02
     0.6091E-01     0.2309E+03     0.2711E+02     0.1143E+00     0.2984E-01     0.5254E-01     0.1492E+05     0.7435E+01     0.2571E+00     0.1157E+02    -0.6109E+02
     0.6101E-01     0.2313E+03     0.2710E+02     0.1143E+00     0.2985E-01     0.5263E-01     0.1488E+05     0.7442E+01     0.2577E+00     0.1158E+02    -0.6113E+02
     0.6111E-01     0.2316E+03     0.2709E+02     0.1142E+00     0.2986E-01     0.5271E-01     0.1484E+05     0.7448E+01     0.2583E+00     0.1159E+02    -0.6117E+02
     0.6121E-01     0.2319E+03     0.2708E+02     0.1142E+00     0.2988E-01     0.5279E-01     0.1481E+05     0.7455E+01     0.2590E+00     0.1160E+02    -0.6121E+02
     0.6131E-01     0.2323E+03     0.2707E+02     0.1141E+00     0.2989E-01     0.5287E-01     0.1477E+05     0.7462E+01     0.2596E+00     0.1161E+02    -0.6125E+02
     0.6141E-01     0.2326E+03     0.2705E+02     0.1140E+00     0.2990E-01     0.5295E-01     0.1474E+05     0.7469E+01     0.2603E+00     0.1163E+02    -0.6129E+02
     0.6151E-01     0.2330E+03     0.2704E+02     0.1140E+00     0.2991E-01     0.5304E-01     0.1470E+05     0.7476E+01     0.2609E+00     0.1164E+02    -0.6133E+02
     0.6161E-01     0.2333E+03     0.2703E+02     0.1139E+00     0.2992E-01     0.5312E-01     0.1467E+05     0.7482E+01     0.2616E+00     0.1165E+02    -0.6136E+02
     0.6171E-01     0.2337E+03     0.2702E+02     0.1139E+00     0.2993E-01     0.5320E-01     0.1463E+05     0.7489E+01     0.2622E+00     0.1166E+02    -0.6140E+02
     0.6181E-01     0.2340E+03     0.2701E+02     0.1138E+00     0.2994E-01     0.5328E-01     0.1459E+05     0.7496E+01     0.2629E+00     0.1167E+02    -0.6144E+02
     0.6191E-01     0.2344E+03     0.2700E+02     0.1138E+00     0.2995E-01     0.5336E-01     0.1456E+05     0.7503E+01     0.2635E+00     0.1168E+02    -0.6148E+02
     0.6201E-01     0.2348E+03     0.2699E+02     0.1137E+00     0.2996E-01     0.5345E-01     0.1452E+05     0.7509E+01     0.2642E+00     0.1169E+02    -0.6152E+02
     0.6211E-01     0.2351E+03     0.2697E+02     0.1136E+00     0.2997E-01     0.5353E-01     0.1449E+05     0.7516E+01     0.2648E+00     0.1170E+02    -0.6156E+02
     0.6221E-01     0.2355E+03     0.2696E+02     0.1136E+00     0.2998E-01     0.5361E-01     0.1446E+05     0.7523E+01     0.2655E+00     0.1171E+02    -0.6160E+02
     0.6231E-01     0.2358E+03     0.2695E+02     0.1135E+00     0.2999E-01     0.5369E-01     0.1442E+05     0.7530E+01     0.2661E+00     0.1172E+02    -0.6164E+02
     0.6241E-01     0.2362E+03     0.2694E+02     0.1135E+00     0.3000E-01     0.5377E-01     0.1439E+05     0.7536E+01     0.2668E+00     0.1173E+02    -0.6168E+02
     0.6251E-01     0.2366E+03     0.2693E+02     0.1134E+00     0.3002E-01     0.5385E-01     0.1435E+05     0.7543E+01     0.2674E+00     0.1174E+02    -0.6172E+02
     0.6261E-01     0.2369E+03     0.2692E+02     0.1133E+00     0.3003E-01     0.5394E-01     0.1432E+05     0.7550E+01     0.2681E+00     0.1175E+02    -0.6176E+02
     0.6271E-01     0.2373E+03     0.2691E+02     0.1133E+00     0.3004E-01     0.5402E-01     0.1428E+05     0.7557E+01     0.2688E+00     0.1176E+02    -0.6180E+02
